"5aaafcea-684f-4310-936d-67ae35956c48": { constant: -1 category: "Ø" name: "驟雨の狭間" },
"b87796c3-a64e-4cfd-a57f-a35484a951e2": { constant: 7.3 category: "SK" name: "WATER" },
"9a8d5198-664a-418a-868b-b28d992c9b9e": { constant: 7.3 category: "SK" name: "Psyched Fevereiro" },
"9476c969-d02d-40ca-b64f-eb3efae43ee7": { constant: 7.0 category: "SK" name: "烁雨" },
"eb7a9055-b56f-46ba-9c30-0f9380d2f5b5": { constant: 6.9 category: "SK" name: "Threat - Sky Islands" },
"1ec80826-e11e-43af-acd3-c154212443b9": { constant: 6.6 category: "SK" name: "仮想明日" },
"9953eae4-4f60-4cfe-a8c3-9ada13a4b1ca": { constant: 6.5 category: "SK" name: "雨女" },
"508fff6a-32dc-4f6b-88c7-bbd86e639085": { constant: 6.5 category: "SK" name: "Fly To Meteor (Milthm Edit)" },
"296e3be3-1bdc-4568-a9d2-33ce9e0da9d4": { constant: 6.5 category: "SK" name: "Words" },
"5aac139b-ab96-486d-a081-6bfebe382932": { constant: 6.5 category: "SK" name: "Dogbite" },
"f28a654d-a2c4-4ff2-88f0-592ba52cd4fd": { constant: 6.5 category: "SK" name: "白虎蓮華" },
"81daeec2-c1ae-4218-97fa-f9796504dba9": { constant: 6.4 category: "SK" name: "参宿四~Betelgeuse~" },
"7d5df9f6-080f-4da0-974a-d2b8cb86e7e6": { constant: 6.3 category: "SK" name: "Moving on" },
"8f75c6ff-a5ac-4738-b5e9-2549fa838084": { constant: 6.0 category: "SK" name: "Aconsma" },
"8e72dab7-e72f-4842-a499-559659279e2c": { constant: 5.5 category: "SK" name: "Threat - Superstructure" },
"37a9f1a0-32d4-4f78-acae-1be9ca7ea42f": { constant: 5.5 category: "SK" name: "INFP.mp3" },
"54ea2f8f-ae05-4aba-a117-8d187bf08074": { constant: 4.5 category: "SK" name: "时落之雨" },
"7c30226f-0ea5-4b71-aab7-7fefca1070dd": { constant: 4.5 category: "SK" name: "Broken Conviction" },
"62c1cdc7-57c2-4a5f-809b-bcfb6c6a0469": { constant: 4.0 category: "SK" name: "粗线条的雨" },
"acdab435-5aa3-45de-a815-9dbb7cd13130": { constant: 4.0 category: "SK" name: "雨之城" },
"4144b702-77bd-4ff4-9ba0-aa7c70b2bab5": { constant: 4.5 category: "DZ" name: "Regnaissance" },
"ac138fef-ad0b-4d0d-883c-453e6fe11d37": { constant: 4.0 category: "DZ" name: "Contrasty Angeles" },
"cea79b8c-23fd-4fbd-b2a9-6f080ef15b44": { constant: 4.0 category: "DZ" name: "cybernetic blazar" },
"2d6e3256-818b-434e-9980-ee6fcf14a8c7": { constant: 4.0 category: "DZ" name: "Blueface" },
"5d23aa36-a3df-406f-980f-b6cd0cec5385": { constant: 3.5 category: "DZ" name: "仮想明日" },
"2484331f-4345-4f97-98ac-edda4be3f723": { constant: 3.5 category: "DZ" name: "Psyched Fevereiro" },
"5ab2ddde-5f3e-42ec-b626-1296680093d1": { constant: 3.5 category: "DZ" name: "ネオン色のまち feat.Mai" },
"375f0d93-82e2-4350-9b46-98c3dd836305": { constant: 3.0 category: "DZ" name: "雨女" },
"a8f6451b-eeb3-4cb4-898b-4a8c4233567f": { constant: 3.0 category: "DZ" name: "Oniichan" },
"794c0460-7a5e-4ffb-bfcc-2800f1d5bfb2": { constant: 3.0 category: "DZ" name: "Moonflutter" },
"520361a1-805b-4332-b53e-1da11a94de1b": { constant: 3.0 category: "DZ" name: "イコラト" },
"dd163ba4-a1fa-4fc7-ba45-91561c824cc8": { constant: 3.0 category: "DZ" name: "命日" },
"74bf4e17-c246-4871-9b2b-0dd0d0e6ee28": { constant: 3.0 category: "DZ" name: "Agnostic" },
"d83fd3e1-a609-4b73-b1f1-348ee1dca71d": { constant: 3.0 category: "DZ" name: "夜風" },
"8442e9aa-ea0a-4d9e-8592-cfd9228eb14c": { constant: 3.0 category: "DZ" name: "樱落繁花" },
"1ab3b5cf-b6af-48ec-99e8-2d3a4e9edc72": { constant: 3.0 category: "DZ" name: "Hikari" },
"c6629820-510f-4575-969e-dc6a9d3fe479": { constant: 3.0 category: "DZ" name: "WATER" },
"adcc6c11-2986-4f3c-ae7e-4b52fe75dc83": { constant: 3.0 category: "DZ" name: "Fly To Meteor (Milthm Edit)" },
"75fbb0ef-08fa-47cb-8c6f-acf361f7a081": { constant: 3.0 category: "DZ" name: "Future Unbound (Game Edit)" },
"d8074d7e-dc36-4190-9377-0c62c3775dac": { constant: 3.0 category: "DZ" name: "Dogbite" },
"cfa1c1fd-432e-4313-ae23-fbd6f731ae46": { constant: 3.0 category: "DZ" name: "白虎蓮華" },
"6eac0020-b9a1-480e-9539-633c0e502f9c": { constant: 3.0 category: "DZ" name: "slic.hertz #GdbG"},
"e27a66da-19c5-4d3a-85f4-5defdf5b7b88": { constant: 2.0 category: "CB" name: "Elsorhg" },
"c55ac81b-f00d-4031-8f54-a7735ce84cd3": { constant: 2.0 category: "DZ" name: "Meltovt Necrosys" },
"5b104c2e-94ad-4156-ab25-d1b11be487f3": { constant: 2.0 category: "DZ" name: "Rainbow Flavor!" },
"0af38afb-fe05-403c-90b6-2876bb18616e": { constant: 2.0 category: "DZ" name: "Threat - Sky Islands" },
"6d4c9a21-2ed4-4892-9b38-fd53840de04f": { constant: 2.0 category: "DZ" name: "Moving on" },
"e09a8896-ad87-4cee-8f2a-40b8d4439f26": { constant: 2.0 category: "DZ" name: "Algebra" },
"a5000e56-b917-40ce-9ebb-12cc2c4a2e70": { constant: 2.0 category: "DZ" name: "Fragment of Memories" },
"98913dff-7257-44aa-a0f2-abcd58d11fcd": { constant: 2.0 category: "DZ" name: "Threat - Superstructure" },
"c5032ab4-c03c-42c3-b132-445b94165e8d": { constant: 2.0 category: "DZ" name: "OverRain" },
"b75e195e-7991-4e4a-8afc-7372b4ae95fd": { constant: 2.0 category: "DZ" name: "暮予星光"},
"a4ac4167-5934-4157-90e7-675c994b4451": { constant: 2.0 category: "DZ" name: "参宿四~Betelgeuse~" },
"eceaaf9e-3754-4054-9c17-2d87644de96e": { constant: 2.0 category: "DZ" name: "烁雨" },
"8c794275-de29-4beb-87a1-af024fe94e1e": { constant: 2.0 category: "DZ" name: "花月" },
"3ebe1bbe-5d13-4175-ad91-dcf85c7bfd19": { constant: 2.0 category: "DZ" name: "INFP.mp3" },
"7072a099-a482-484d-84a5-945ac94807e1": { constant: 2.0 category: "DZ" name: "Innocent white" },
"9884d239-3007-4e78-a655-297f000bcf50": { constant: 2.0 category: "DZ" name: "Words" },
"213a40e1-d945-464c-aa6e-9ae82db8fc50": { constant: 2.0 category: "DZ" name: "Jump out" },
"a5ba0b3b-1eb5-4b43-8d12-9e82b6d0afaa": { constant: 2.0 category: "DZ" name: "Bio-Engineering" },
"e7cd8b7f-a19c-488d-b9b6-127524586ed3": { constant: 1.0 category: "DZ" name: "IN" },
"8b329704-9ce5-4361-abd5-b89c68b61286": { constant: 1.0 category: "DZ" name: "Aconsma" },
"68fbf0eb-f43a-4497-afb1-8282176aed97": { constant: 1.0 category: "DZ" name: "HYPER MEMORIES" },
"64cc8f3b-7bed-48a3-80ca-f281c57c0916": { constant: 1.0 category: "DZ" name: "时落之雨" },
"7687d948-dbe1-48c4-a786-fbe669ec7b0c": { constant: 1.0 category: "DZ" name: "粗线条的雨" },
"e69b4e77-ccb2-4694-ba88-7209ed097783": { constant: 1.0 category: "DZ" name: "雨之城" },
"606be389-ad01-41e3-a1ba-e7b355d16948": { constant: 1.0 category: "DZ" name: "Sundown" },
"364be32e-f685-4efb-80b5-64281c93939d": { constant: 1.0 category: "DZ" name: "Welcome to Milthm" },
"4fa17ebf-6a8e-47c1-8d8b-bd1344ccd559": { constant: 1.0 category: "DZ" name: "サイクルの欠片"},
"6a647130-01de-4cf2-ba7a-a6065f043465": { constant: 4.0 category: "SK" name: "White Lizard" },
"c1d143f6-ad6b-46cc-b3e0-f136e4accb01": { constant: 10.6 category: "CB" name: "Threat - Waterfront Complex" },
"9c28aeec-247e-4b9d-9edc-a92d0bd06303": { constant: 7.6 category: "SK" name: "Threat - Waterfront Complex" },
"2103d16c-9a07-4001-be01-155ef305118e": { constant: 2.0 category: "DZ" name: "Threat - Waterfront Complex" },
"1a3167ae-9105-4545-9aa7-3cab60874e9c": { constant: 10.4 category: "CB" name: "Kayava" },
"1ae6231b-d165-4f09-a138-9ec0d29431a7": { constant: 5.5 category: "SK" name: "Kayava" },
"85a6566f-d9df-408e-a812-0b13a80362cc": { constant: 3.0 category: "DZ" name: "Kayava" },
"abefe6c9-2b30-45ef-b5b0-8edb5fc18195": { constant: 11.5 category: "CB" name: "Threat - Metropolis" },
"975a9b31-3f04-4587-b77e-2282dec95188": { constant: 6.6 category: "SK" name: "Threat - Metropolis" },
"c292f47e-d8ff-483f-bfd7-aa43937f0e2e": { constant: 2.0 category: "DZ" name: "Threat - Metropolis" },
"6add3ab9-52c0-4c13-abc9-506dfa89faa6": { constant: 11.1 category: "CB" name: "Sheer Ice Torrent" },
"d3ddf678-adb0-4157-ae10-21c2667c7ba8": { constant: 7.8 category: "SK" name: "Sheer Ice Torrent" },
"e23637e8-fe15-4d9a-b3c9-9e059745ad3c": { constant: 2.0 category: "DZ" name: "Sheer Ice Torrent" },
"a8d6dfa7-b879-4eef-a10a-dbbd46519583": { constant: 12.2 category: "CB" name: "Moonfall／大月墜落狂想" },
"9eb53fd3-a91c-45c6-8608-f3a76eecf9f7": { constant: 8.0 category: "SK" name: "Moonfall／大月墜落狂想" },
"ca751a94-f71e-4556-9d54-76de325ca29c": { constant: 2.0 category: "DZ" name: "Moonfall／大月墜落狂想" }
//特殊谱面

//剧情谱面，显示定数为3
//"eb802d90-72c0-4b95-856a-b2951a57c0ec": { constant: -1 category: "CB*" name: "Sheer Ice Torrent" },
//"d3ddf678-adb0-4158-ae10-21c2667c7ba8": { constant: -1 category: "SK*" name: "Sheer Ice Torrent" },
//"e23637e8-fe16-4d9a-b3c9-9e059745ad3c": { constant: -1 category: "DZ*" name: "Sheer Ice Torrent" },
